path,role,lines,module_description,imports,top_level_symbols
backend/tests/services/test_ai_config_resolver.py,test,520,Unit tests for services.ai_config_resolver — the single source of truth for AI config.,__future__; app.services; app.services.ai_config_resolver; json; pytest; time; unittest.mock,_AsyncSessionCtx; _make_db; _patch_redis; _patch_db; _patch_secrets; _set_env_defaults; test_env_defaults_used_when_db_empty_and_no_secrets; test_db_overrides_win_over_env_for_all_documented_keys; test_partial_db_override_falls_through_to_env_for_missing_keys; test_db_row_with_falsy_value_dict_is_ignored; test_secrets_override_env_api_keys; test_missing_secret_keeps_env_value; test_empty_string_secret_does_not_override_env; test_cache_hit_short_circuits_db; test_cache_miss_writes_through_with_ttl; test_invalidate_clears_cache_so_next_call_reloads; test_cached_value_round_trips_to_subsequent_call; test_fresh_authority_snapshot_uses_callers_db_and_bypasses_cache; test_redis_failure_does_not_raise_and_still_loads_from_db; test_db_failure_falls_through_to_env_defaults; test_invalidate_swallows_redis_failure; _resolve_with; test_env_offline_true_db_false_stays_offline; test_env_offline_true_db_true_stays_offline; test_env_online_db_true_is_offline_via_override; test_env_online_db_false_permits_egress; test_env_offline_with_no_db_row_reports_env_provenance; test_cached_offline_false_is_reclamped_on_cache_hit; test_resolve_offline_mode_helper_is_a_pure_or
backend/tests/services/test_analysis_cache_retention.py,test,67,,app.services.analysis_cache_retention; datetime; pytest,_Redis; _Collection; test_project_cache_retention_counts_and_deletes_expired_entries
backend/tests/services/test_analysis_router.py,test,387,Unit tests for services.analysis_router — the central LLM/ML/Rules dispatcher.,__future__; app.services; app.services.analysis_router; pytest; time; unittest.mock,_reset_module_state; settings_mode; test_get_analysis_mode_returns_configured_value_verbatim; test_get_analysis_mode_lowercases_configured_value; test_get_analysis_mode_30s_cache_serves_stale_value; test_auto_picks_ml_when_classifier_available; test_auto_falls_through_to_llm_when_ml_unavailable; test_auto_returns_rules_when_ollama_probe_definitively_false; test_auto_attempts_llm_when_ollama_probe_unknown; test_auto_returns_rules_when_no_provider_configured; test_auto_swallows_ml_classifier_import_error; _routing; test_routing_dict_has_all_required_keys_on_success; test_routing_explicit_mode_arg_recorded_as_requested; test_routing_implicit_mode_records_None_as_requested; test_ml_runtime_error_falls_back_to_rules_with_unavailable_reason; test_ml_generic_error_uses_ml_error_prefix; test_llm_failure_falls_back_to_rules_with_llm_error_reason; test_fallback_reason_truncated_to_200_chars; test_routing_includes_auto_probe_age_when_probe_has_run; test_routing_probe_age_is_None_when_probe_never_ran; test_ml_success_uses_ml_classifier; test_llm_success_uses_triage_agent; test_llm_dispatch_forwards_authoritative_scope_and_runtime_context; test_summary_ml_mode_calls_ml_summary_generator; test_summary_rules_mode_calls_rules_engine; test_summary_llm_mode_returns_empty_dict_signal
backend/tests/services/test_analytics_tenant_filter.py,test,150,Tests for the analytics service's tenant scoping helper.,__future__; app.services.analytics_service; pytest; uuid,_live; test_pinned_project_id_emits_equality_clause; test_pinned_project_id_with_custom_alias_and_column; test_no_project_id_unrestricted_when_allowed_is_none; test_no_project_id_with_empty_allowed_set_fails_closed; test_no_project_id_with_allowed_set_emits_in_clause; test_allowed_set_uses_table_alias_and_column; test_pinned_project_id_takes_precedence_over_allowed_set; test_allowed_set_string_uuids_also_supported
backend/tests/services/test_audit_log_service.py,test,236,Tests for the P2-6 audit-log helper.,__future__; app.services.audit_log_service; pytest; sqlalchemy.exc; unittest.mock; uuid,_make_operational_error; _make_integrity_error; _patch_fresh_session; test_changed_fields_explicit_wins; test_changed_fields_diff_before_after; test_changed_fields_after_only_returns_keys; test_changed_fields_neither_returns_empty; test_record_outcome_adds_to_caller_session_without_committing; test_record_outcome_swallows_build_errors_and_warns; test_record_attempt_uses_fresh_session_not_a_caller; test_record_attempt_retries_transient_db_error; test_record_attempt_does_not_retry_integrity_error; test_record_attempt_emits_warning_on_terminal_failure
backend/tests/services/test_batch1_pure_services.py,test,100,,app.services.allure_parser; app.services.llm_factory; app.services.mock_generator; app.services.testng_parser; importlib.util; pytest; random; sys; types; unittest.mock; xml.etree.ElementTree,test_allure_parser_uses_parent_suite_and_tags; test_calc_duration_never_negative; test_testng_parser_handles_testsuites_root_and_error_node; test_mock_generators_return_expected_shapes; test_llm_factory_ollama_uses_registry_model; test_llm_factory_openai_blocked_when_offline
backend/tests/services/test_batch2_core_services.py,test,159,,app.services; app.services.agent; app.services.model_registry; pytest; types; unittest.mock; uuid,test_parse_agent_output_falls_back_on_non_json; test_run_triage_agent_fast_path_skips_react; test_model_registry_promote_and_status; test_metrics_compute_readiness_thresholds; test_release_linker_link_run_idempotent; test_ingestion_make_test_fingerprint_deterministic; test_ingestion_store_raw_allure_batch_falls_back
backend/tests/services/test_batch3_clients_notifications.py,test,132,,app.services; app.services.notification; pytest; types; unittest.mock,test_jira_auth_header_and_adf_contains_link; test_jira_create_issue_success; test_ocp_get_pod_metadata_disabled_returns_none; test_ocp_analyze_events_reports_critical; test_slack_and_teams_build_payload_blocks; test_email_templates_contain_metadata; test_notification_dispatch_missing_email_fails; test_notification_dispatch_slack_success
backend/tests/services/test_batch4_training_ai.py,test,105,,app.services; app.services.training.classifier; app.services.training.evaluator; app.services.training.exporter; app.services.training.finetuner; pytest; types; unittest.mock,test_classifier_parsing_and_default_actions; test_fast_classifier_returns_none_below_threshold; test_test_case_ai_wrapper_parse_failure_fallback; test_model_evaluator_approves_embedding_by_count; test_model_evaluator_classifier_comparison; test_exporter_write_jsonl_splits_holdout; test_finetuner_manual_provider; test_finetuner_poll_non_openai_is_succeeded
backend/tests/services/test_batch5_all_projects.py,test,235,Tests for the all-projects (no project_id filter) mode.,asyncio; importlib; inspect; sys; types; unittest.mock,_import_fresh; _orm_stub; _FakeModelsModule; test_list_project_runs_no_filter_builds_correct_query; test_analytics_service_accepts_none_project_id; test_metrics_service_accepts_none_project_id; test_flaky_tests_sql_omits_project_filter_when_none; test_flaky_tests_sql_includes_project_filter_when_provided
backend/tests/services/test_change_ownership_agent.py,test,168,,__future__; app.agents.change_ownership_agent; app.agents.decision_report_agent; app.agents.workflow; app.services.agent_planner; asyncio; types; uuid,test_change_ownership_planner_is_default_off_and_hashed; test_change_ownership_enabled_node_emits_typed_contract; test_change_ownership_skip_node_is_deterministic; test_change_ownership_public_projection_redacts_and_bounds; test_change_ownership_is_canonical_decision_evidence; _Result; _Session; test_change_ownership_re_resolves_run_and_cluster_members; test_change_ownership_fails_closed_on_stale_cluster_membership
backend/tests/services/test_cluster_investigation_orchestrator.py,test,542,,__future__; app.agents; app.services; app.services.agent_planner; datetime; pytest; sys; types; unittest.mock; uuid,_Rows; _session_local; test_settings_require_flag_and_policy_and_preserve_hard_zero; test_dispatch_node_persists_cluster_authority_before_staging; test_parent_downgrade_removes_llm_budget_from_every_cluster_child; test_join_node_surfaces_child_degradation; test_join_node_dark_gated_async_supersession_does_not_wait; test_join_node_discloses_capacity_skip_even_when_no_child_row; test_deep_graph_contains_durable_dispatch_and_join; test_dispatch_settings_must_match_persisted_parent_snapshot; test_join_timeout_terminalizes_queued_child_outbox_and_task; test_permanent_relay_failure_locks_parent_first_and_terminalizes; test_stale_sent_outbox_is_redelivered_only_for_queued_child; test_existing_spawn_is_reused_when_new_child_capacity_is_zero
backend/tests/services/test_combined_test_case_catalog.py,test,82,Bounded SQL-union coverage for authored plus automation catalog paging.,__future__; app.services.test_management_service; pytest; types; unittest.mock; uuid,test_combined_catalog_pages_beyond_1000_with_filters_in_sql; test_combined_catalog_dedup_is_project_scoped_and_excludes_linked_fingerprint
backend/tests/services/test_compliance_pack_service.py,test,176,Unit tests for ``services.compliance_pack_service``.,__future__; app.services; datetime; hashlib; io; json; types; uuid; zipfile,test_serialize_is_deterministic; test_sha256_matches_hashlib; test_build_minio_key_is_date_prefixed_and_unique_per_pack; test_to_jsonable_handles_datetime_uuid_and_orm_rows; test_build_manifest_includes_every_file_with_correct_hash; test_build_manifest_is_sorted_by_filename; test_zip_includes_manifest_and_every_declared_file
backend/tests/services/test_confidence_bands.py,test,230,"AI-F4 — confidence bands: completeness, basis labeling, and behavior",__future__; app.agents; app.core.config; app.services; app.services.rules_engine; pytest,test_every_pattern_has_a_band_with_valid_basis; test_every_band_has_valid_basis_and_provenance; test_heuristic_bands_cover_all_engine_heuristics; test_get_band_raises_on_unknown_rule; test_band_values_preserve_pre_aif4_constants; test_historical_flakiness_formula_preserved; test_classify_test_confidences_unchanged; test_every_result_carries_confidence_basis; test_requires_human_review_gate_unchanged; test_downstream_threshold_constants_unchanged; test_triage_gate_behavior_on_rules_fixtures
backend/tests/services/test_contract_agent.py,test,110,,__future__; app.agents.contract_agent; app.models.agent_contracts; app.tools; json; pytest; unittest.mock,test_contract_agent_requires_authoritative_scope; test_contract_agent_returns_bounded_sanitized_findings; test_contract_agent_is_honest_when_scoped_payload_is_missing; test_contract_tool_rejects_missing_scope_before_mongo; test_contract_agent_output_is_bounded; test_contract_agent_does_not_publish_partial_success
backend/tests/services/test_contract_agent_planner.py,test,46,,app.services.agent_planner,_stage; test_contract_stage_is_planned_only_when_enabled_and_failures_exist; test_contract_stage_is_skipped_for_all_green_runs_even_when_enabled; test_contract_flag_is_hashed_into_plan
backend/tests/services/test_cypress_playwright_parsers.py,test,544,Unit tests for Tier 1 item 1 parsers — Cypress Mochawesome JSON and,__future__; app.services.cypress_parser; app.services.playwright_parser; json; uuid,test_cypress_parser_handles_nested_suites_and_status_mapping; test_cypress_parser_handles_top_level_tests_without_wrapping_suite; test_cypress_parser_rejects_malformed_json; test_cypress_parser_emits_assertion_step_with_structured_expected_actual; test_cypress_parser_passing_test_emits_single_passed_assertion_step; test_cypress_parser_unknown_state_becomes_broken; test_playwright_parser_emits_one_case_per_project; test_playwright_parser_marks_flaky_as_passed_with_is_flaky_true; test_playwright_parser_timeout_maps_to_broken; test_playwright_parser_rejects_malformed_json; _common_step_keys; _collect_assertion_messages; test_playwright_parser_emits_nested_common_step_dict; test_playwright_parser_keeps_all_errors_not_just_first; test_playwright_parser_flaky_from_both_pass_and_fail_attempts
backend/tests/services/test_decision_evidence_snapshot.py,test,301,,__future__; app.core.config; app.services.decision_evidence_snapshot; copy; datetime; pymongo.errors; pytest; unittest.mock; uuid,_state; test_snapshot_hash_and_hmac_validate_after_round_trip; test_snapshot_binds_decision_contract_without_volatile_timestamp; test_snapshot_redacts_structured_secret_keys_across_decision_and_policy; test_snapshot_fails_closed_instead_of_truncating_aggregate_authority; test_snapshot_rejects_unsanitized_structured_secret_in_canonical_decision; test_snapshot_detects_content_signature_and_identity_tampering; test_malformed_snapshot_hash_returns_named_failure_without_raising; test_previous_key_validates_snapshot_during_rotation; test_real_loader_accepts_valid_v2_and_rejects_missing_bundle; test_canonical_json_rejects_non_finite_and_unsupported_values; test_canonical_json_normalizes_uuid_and_datetime_stably; _Collection; _Mongo; test_equal_retry_is_idempotent_and_divergent_retry_fails_closed; _IdentityResult; _IdentitySession; test_snapshot_identity_fails_closed_for_wrong_project_or_pipeline
backend/tests/services/test_decision_report_eval_cycle_service.py,test,300,,__future__; app.models.postgres; app.services.decision_report_eval_cycle_service; pytest; unittest.mock; uuid,_report; test_corpus_hash_is_deterministic_and_redacts_secrets; test_aggregate_cycle_fails_empty_and_tracks_worst_check; test_cycle_is_idempotent_and_tracks_consecutive_passes; test_cycle_resets_consecutive_passes_when_corpus_hash_changes; test_readiness_requires_two_passes_and_qualified_user_utility; test_readiness_fails_closed_without_a_passing_cycle; test_authoritative_loader_rejects_foreign_runs_and_returns_latest_report; test_feedback_summary_is_tenant_and_run_scoped; test_action_summary_is_tenant_and_run_scoped
